_id,nom,url,prix_avant,prix_apres,reduction,categorie,sous_categorie,description,images[0],images[1],images[2],images[3],images[4],images[5],images[6],images[7],images[8],images[9],images[10],images[11],images[12],date_scraping
69581842d3cdbac208713bbb,Cuisinière à gaz  4 Foyers  Oscar-OCS-C50S 50*50  allumage automatique bon prix en vente au cameroun,https://nowtechcenter.com/produit/cuisiniere-a-gaz-4-foyers-oscar-ocs-c50s-5050-allumage-automatique-bon-prix-en-vente-au-cameroun/,"115,000CFA","93,500CFA",-19%,Electroménager,Electroménager,"CUISINER N’A JAMAIS ETE AUSSI SIMPLELa cuisinière à gaz Oscar-C50S est économe en gaz, durable, facile à utiliser et à nettoyer. Profitez d’une valeur illimitée pour votre argent et économisez du temps de cuisson lorsque vous utilisez cette cuisinière à gaz polyvalente. Cette cuisinière à gaz  Oscar-C50S possède des caractéristiques étonnantes : 4 brûleurs à gaz, une porte de four en verre, un couvercle de brûleur en laiton poli et un four qui peut être utilisé pour la cuisson et le chauffage.Cette cuisinière présente un extérieur élégant et un corps en acier inoxydable facile à nettoyer. Cuisiner est facile et amusant avec cet incroyable appareil, il se distingue de ses semblables par ses nombreuses caractéristiques incroyables. Il est équipé de quatre brûleurs qui vous permettent de préparer quatre repas à la fois. Le support de casserole de cette cuisinière à gaz vous donne l’assurance de la stabilité pendant que vous cuisinez et vous aide à minimiser les déversements et les dégâts.Le four de cuisine oscar OCS-C50S 50X50 est un atout puissant pour vos cuissons pour plusieurs raisons:TYPES DE BRÛLEURS-La cuisinièr oscar est équipée de 4 brûleurs haute puissance qui vous permettent de cuire plusieurs plats en même temps. Vous pouvez maintenant cuisiner vos repas plus rapidement en quelques heures seulement.PORTE DE FOUR EN DOUBLE VERRE– La cuisinière sur pied est équipée d’un four intégré. La porte du four est en double verre et s’ouvre facilement. Non seulement vous pouvez cuisiner des aliments délicieux, mais vous pouvez également faire des gâteaux et des biscuits en même temps.",cuisiniere-oscar-osc50-600x429.jpg,,,,,,,,,,,,,02-01-2026
69581844d3cdbac208713bbc,Imprimante canon i-sensys MF272dw monochrome LaserJet multifonction bon prix,https://nowtechcenter.com/produit/imprimante-canon-i-sensys-mf272dw-monochrome-laserjet-multifonction-bon-prix/,"299,000CFA","216,000CFA",-28%,Canon Laser Monochrome(N/B),Canon Laser Monochrome(N/B),"Caractéristiques généralesType d’appareilLaser monochromeFonctions disponiblesImpression, copie, scanSpécifications d’impressionVitesse d’impressionRecto : jusqu’à 29 ppm (A4)Recto verso : jusqu’à 18,5 ipm (A4)Méthode d’impressionImpression monochrome par système à faisceau laserRésolution d’impressionJusqu’à 2400 × 600 ppp équivalentTemps de préchauffageEnv. 7,5 secondes maximum depuis la mise sous tensionTemps de sortie de la première impressionEnviron 5,4 secondes maximum (400 ppp)Environ 7,1 secondes maximum (600 ppp)Langages d’impressionUFRIIMarges d’impression5 mm haut, bas, gauche, droiteMode d’économie d’encreOuiFonctions d’impression avancéesiOS : AirPrint, application Canon PRINT BusinessAndroid : certifié Mopria, plug-in de service d’impression Canon, application Canon PRINT BusinessPrise en charge de la solution d’impression universelle MicrosoftSpécifications de copieVitesse de copieRecto : jusqu’à 29 ppm (A4)Recto verso : jusqu’à 18,5 ipm (A4)Temps de sortie de la première copie7,6 secondes maximumRésolution de copieJusqu’à 600 × 600 pppModes de copieTexte/Photo, Texte/Photo (Vitesse accélérée), Photo, TexteCopie recto versoRecto à recto verso (automatique)Copies multiplesJusqu’à 999 copiesRéduction / Agrandissement25 à 400 % par incréments de 1 %Autres caractéristiquesAssemblage de copies, copie 2 en 1, copie 4 en 1, copie de cartes d’identité, copies de passeportsSpécifications de numérisationType standardCouleurRésolution de numérisationOptique : jusqu’à 600 × 600 pppAméliorée : jusqu’à 9600 × 9600 pppVitesse de numérisationVitre :Monochrome recto : 2,7 s/page (300 × 600 ppp)Recto couleur : 3,5 s/page (300 × 300 ppp)Profondeur de numérisation de couleur24 bits/24 bits (entrée/sortie)Niveaux de gris256 niveauxCompatibilitéTWAIN, WIALargeur maximale de la numérisation216 mmNumérisation vers PCJPEG (feuille individuelle uniquement)Numérisation vers le CloudTIFF/JPEG/PDF/PNGCaractéristiques généralesVolume d’impression mensuel recommandé150 à 2000 pages par moisVolume d’impressionJusqu’à 20.000 pages par moisVitesse du processeur1200 MHzMémoire256 MoPanneau de configurationÉcran LCD noir et blanc de 5 lignesDimensions avec bacs (L × P × H)372 mm × 320 mm × 271 mmEspace requis pour l’installation (L × P × H)372 mm × 598 mm × 526 mmGrammageEnv. 9kgEnvironnement d’utilisationTempérature : 10 à 30 °CHumidité : 20 à 80 % (sans condensation)Alimentation220 à 240 V (±10 %) 50/60 Hz (±2 Hz)ConsommablesCartouchesCartouche 071 (1200 pages)Cartouche 071H (2500 pages )",95tfcq9ary1h0lhfysbk5edush48c3f3-600x600.webp,canon-i-sensys-mf272dw-600x600.jpg,,,,,,,,,,,,02-01-2026
69581848d3cdbac208713bbd,IMPRIMANTE CANON MAXIFY GX7040 MULTIFONCTION DESKJET WIFI MEGATANK BON PRIX,https://nowtechcenter.com/produit/imprimante-canon-maxify-gx7040-multifonction-deskjet-wifi-megatank-bon-prix/,"700,000CFA","565,000CFA",-19%,Canon Jet D'encre/ Ecotank,Canon Jet D'encre/ Ecotank,"Fonctions : Impression, copie, numérisation, télécopie avec CAD recto verso et Wi-Fi/EthernetTechnologie d’impression :Imprimante à réservoirs d’encre rechargeablesRendement de page (impression de documents A4 couleur) : Noir : 6000 pages (Mode économique : 9000 pages /Couleur : 14.000 pages (Mode économique : 21.000 pages)Affichage :Écran LCD tactile inclinable de 6,9 cm, couleurVitesses d’impression élevées : Noir 24 ipm/Couleur 15,5 ipmPremière impression N/B :Env. 7 secondesCAD :Chargeur automatique de documents de 50 feuilles (Numérisation recto verso en un seul passage)Connectivité totale :USB /Wi-Fi (2,4 GHz et 5 GHz) /EthernetCapacité de papier ordinaire :Bac arrière : 100 feuilles /Cassette 1 : 250 feuilles /Cassette 2 : 250 feuillesDimensions :Env. 399 × 410 × 314",5d0cdcc9e4657cdc4c6ea17e95b789f5266d69d4_1683208_4471C009_image4.webp,GX7040-2-600x600.jpg,imprimante-canon-maxify-gx7040-a-reservoir-d-encre-600x600.jpg,,,,,,,,,,,02-01-2026
6958184ad3cdbac208713bbe,Cuisinière Binatone 4 foyers automatique FGC 502 50*50 bon prix en vente au cameroun,https://nowtechcenter.com/produit/cuisiniere-binatone-4-foyers-automatique-fgc-502-5050-bon-prix-en-vente-au-cameroun/,"110,000CFA","94,900CFA",-14%,Electroménager,Electroménager,"La cuisinière à gaz sur pied FGC-502 est un choix haut de gamme pour la cuisine familiale, alliant à la perfection style, efficacité et sécurité. Elle est équipée de 4 brûleurs haute performance au design économique, d’une plaque de cuisson élégante en acier inoxydable et de grilles ultra-résistantes pour une durabilité accrue. Le four intégré offre une polyvalence accrue, vous permettant de cuire, rôtir ou griller facilement. Un régulateur de gaz de qualité supérieure garantit l’absence de fuite de gaz, tandis que le diffuseur robuste renforce la sécurité. Compacte et peu encombrante, la FGC-502 est un élément clé fiable de toute cuisine moderne.",FGC-502.jpg,,,,,,,,,,,,,02-01-2026
6958184bd3cdbac208713bbf,Mixeur Binatone  BLG-415B – 350W  bon prix en vente,https://nowtechcenter.com/produit/mixeur-binatone-blg-415b-350w-bon-prix-en-vente/,"25,000CFA","21,000CFA",-16%,Electroménager,Electroménager,"Type de produit: mixeurMarque: BinatoneRéférence: BLG415BCouleur: NoirCapacité: 1,5LPuissance: 350W2 Vitesse plus ImpulsionTension : 220-240V 50/60HzMélangeur parfait et fabricant de SmoothieMoteur longue durée avec protection contre la surchauffeQualité alimentaire – Cruche incassableLame en acier inoxydable – antirouilleCouvercle anti-éclaboussuresPossibilité d’ajouter des ingrédients pendant le mélangeMoulin pour grains de café, noix, épices, viande, noix de coco",blender-binatone-blg-415b-350w-noir-06-mois-garantie-600x600.jpg,,,,,,,,,,,,,02-01-2026
6958184dd3cdbac208713bc0,MIXEUR BINATONE 2EN1 300W -1.5L-BLG-412  bon prix en vente,https://nowtechcenter.com/produit/mixeur-binatone-2en1-300w-1-5l-blg-412-bon-prix-en-vente/,"25,000CFA","20,900CFA",-16%,Electroménager,Electroménager,"PROTECTION CONTRE LES SURTENSIONSCRUCHE INCASSABLELES NOIX, LES ÉPICES, LA VIANDE, LES NOIX DE COCOAIDE À PRÉPARER VOS JUS DE FRUITS, MILK-SHAKESET AUTRES COCKTAILS PRÉFÉRÉSRÉGLAGE DE VITESSE: 2",mixeur-binatone-2en1-300w-15l-blg-412-noir-garantie-06mois-600x600.jpg,,,,,,,,,,,,,02-01-2026
69581850d3cdbac208713bc1,Cuisinière 4 Foyers manuel ND 50*50 bon prix en vente au cameroun,https://nowtechcenter.com/produit/cuisiniere-4-foyers-manuel-nd-5050-bon-prix-en-vente-au-cameroun/,"85,000CFA","76,500CFA",-10%,Electroménager,Electroménager,"Découvrez lacuisinière ND à 4 foyers, un appareil conçu pour rendre votre expérience culinaire à la fois simple et efficace. Grâce à ses fonctionnalités avancées, cette cuisinière répond à tous vos besoins en matière de cuisson.  Dotée de quatre foyers de cuisson haute performance, cette cuisinière allie efficacité et élégance pour des résultats culinaires exceptionnels. Sa conception robuste et sa finition élégante en font un ajout parfait à toute cuisine moderne.Profitez de plusieurs options de cuisson simultanées. Que ce soit pour mijoter des plats ou faire bouillir de l’eau, chaque foyer est conçu pour vous offrir une chaleur constante. La finition en acier inoxydable non seulement apporte une touche moderne à votre cuisine, mais facilite également le nettoyage.",ND-50-600x600.png,ND-50-600x600.webp,,,,,,,,,,,,02-01-2026
69581852d3cdbac208713bc2,Mixeur multifonctionnel SILVER CREST SC-1589 – 4500 W bon prix en vente,https://nowtechcenter.com/produit/mixeur-multifonctionnel-silver-crest-sc-1589-4500-w-bon-prix-en-vente/,"30,000CFA","20,900CFA",-30%,Electroménager,Electroménager,"Le mixeur est l’un des ustensiles de cuisine les plus importants car, parfois hacher des aliments pour faire une soupe ou hacher des fruits et légumes est une tâche difficile et douloureuse pour les femmes au foyer et peut être due à l’utilisation de couteaux tranchants. Ceci vous faitgagner pleinement en temps.Le corps dumélangeur multifonctionnel SILVER CRESTSC-1589est fabriqué en plastique compressé de haute qualité, très résistant aux chocs, incassable etcapable de broyer la glace, les fruitset toutes sortes d’aliments avec n’importe quel degré de dureté",images-1-2.jpg,,,,,,,,,,,,,02-01-2026
69581854d3cdbac208713bc3,Mixeur Singsung BL-500 – 1.5L – 500W bon prix en vente au cameroun,https://nowtechcenter.com/produit/mixeur-singsung-bl-500-1-5l-500w-bon-prix-en-vente-au-cameroun/,"30,000CFA","19,900CFA",-34%,Electroménager,Electroménager,le mixeur singsung facilite le travail à tous ses utilisateursfacile à utilisertrès pratique,mixeur-singsung-bl-500-15l-500w-rose-et-blanc-600x600.jpg,,,,,,,,,,,,,02-01-2026
69581858d3cdbac208713bc4,Cuisinière a gaz INNOVA 4 Foyers  50*50  IN50CA bon prix en vente au cameroun,https://nowtechcenter.com/produit/cuisiniere-a-gaz-innova-4-foyers-5050-in50ca-bon-prix-en-vente-au-cameroun/,"88,000CFA","74,900CFA",-15%,Electroménager,Electroménager,"Cuisinière INNOVA 4 Foyers – 50*50 – IN50CALaCuisinière INNOVA 4 foyersà un allumage manuel et dispose d’un four à chaleur tournant avec une grille et un plateau à four. Vous disposez également d’un allumage du brûleur et un couvercle brûleur en inox.Elle est idéale pour aménager une petite cuisine ou pour un premier équipement. Cette cuisinière design en inox dispose d’un vaste espace de travail avec 4 foyers. Munie d’un four à gaz à convection naturelle, elle permet de préparer tous les plats du quotidien. Elle dispose aussi d’un grilloir et un plateau à four  pour la préparation de poulets rôtis.On craque pour le design en noir de cette cuisinière de dimension50x50cm. Compacte, elle s’intègre sans difficulté à tous les espaces, même les plus petits, au regard de sa faible largeur. Chic et moderne, elle apporte une note contemporaine à votre cuisine.",IN50CA.jpg,IN50CA.webp,,,,,,,,,,,,02-01-2026
6958185bd3cdbac208713bc5,"Imprimante Canon PIXMA G3410 Multifonction à reservoir rechargeable, Scan, Copie, Impression, Wifi, Cloud bon prix",https://nowtechcenter.com/produit/imprimante-canon-pixma-g3410-multifonction-a-reservoir-rechargeable-scan-copie-impression-wifi-cloud-bon-prix/,"180,000CFA","135,000CFA",-25%,Canon Jet D'encre/ Ecotank,Canon Jet D'encre/ Ecotank,"Caractéristiques généralesFonctionsWi-Fi, impression, copie, numérisation, Cloud LinkCaractéristiques de l’imprimanteRésolution d’impressionJusqu’à 48001× 1200 pppTechnologie d’impression2 cartouches FINE (noir et couleur)Imprimante à réservoirs d’encre rechargeablesVitesse d’impression en monochromeEnv. 8,8 ipm2Vitesse d’impression en couleurEnv. 5 ipm3Vitesse d’impression photo10 × 15 cm sans bordure : environ 60 secondes4Impression sans bordureOui (A4, Lettre, 20 × 25 cm, 13 × 18 cm, 13 × 13 cm, 10 × 15 cm)Cartouches et autonomieCartouches d’encre standardGI-490 <PGBK>GI-490 <C>GI-490 <M>GI-490 <Y>Autonomie de la cartouche (papier ordinaire)Impression de documents A4 couleur5Noir : 6000 pages*Couleur : 7000 pages** Autonomie supplémentaire estiméeAutonomie de la cartouche (photo)Impression photo couleur 10 × 15 cm6Couleur : 2000 photos** Autonomie supplémentaire estiméeInterfaceType et taille d’affichageÉcran LCD (mono segment 1,2 pouces)ConnectivitéInterface standardUSB haute vitesse (port B)Wi-Fi : IEEE802.11 b/g/nSécurité Wi-Fi : WPA-PSK, WPA2-PSK, WEP, mot de passe d’administrationApplications mobilesPIXMA Cloud Link (depuis un smartphone ou une tablette)Application Canon PRINT Inkjet/SELPHYMopria (Android)Mode point d’accès",3-600x600.jpg,images.jpeg,,,,,,,,,,,,02-01-2026
6958185dd3cdbac208713bc6,Caméra EZVIZ CS-H8c Wi-Fi panoramique et inclinable d’extérieur Vision nocturne en couleur Couverture à 360° Suivi automatique Conversation bidirectionnelle,https://nowtechcenter.com/produit/camera-ezviz-cs-h8c-wi-fi-panoramique-et-inclinable-dexterieur-vision-nocturne-en-couleur-couverture-a-360-suivi-automatique-conversation-bidirectionnelle/,"55,000CFA","50,000CFA",-9%,Cameras Smart Autonome,Cameras Smart Autonome,"Caméra EZVIZ CS-H8c Wi-FiUsages recommandés pour le produit:Night VisionMarque:EZVIZNom de modèle:EZVIZ H8CTechnologie de connectivité:Sans filCaractéristique spéciale:Enregistrement local, Vision nocturne, Audio bidirectionnelAppareils compatibles:TéléphoneSource d’alimentation:Alimentation par batterieDistance de vision nocturne:30m",51Ctrsl-z2L._AC_SX569_.jpg,,,,,,,,,,,,,02-01-2026
6958185fd3cdbac208713bc7,Cuisiniere 04 foyers Manuelle MIDEA-MD508 50*55cm bon prix en vente au cameroun,https://nowtechcenter.com/produit/cuisiniere-04-foyers-manuelle-midea-md508-5055cm-bon-prix-en-vente-au-cameroun/,"89,000CFA","75,000CFA",-16%,Electroménager,Electroménager,"REVEILLEZ LE CHEF QUI SOMMEILLE EN VOUSLa cuisinière à gaz 4 foyers Midea MD-508 deviendra rapidement l’élément central de votre cuisine. Avec ses 4 foyers de cuisson à gaz, et son four, elle s’impose par sa polyvalence et la fiabilité qu’elle dégage. Pour une cuisson toujours réussie, vous avez 4 foyers performants et ergonomiques pour l’optimisation de votre travail; elle vous propose la fonction chaleur pulsée; la chaleur circulera dans l’ensemble de votre four, ce qui assurera une super cuisson de tous vos plats, que vous les cuisiez en solo ou simultanément , les odeurs et saveurs ne se mélangeront pas.Le four de cette cuisinière pas cher possède une large cavité. Il est fourni avec une multitude d’accessoires, dont un support en fonte, une grille en acier, et 2 grilles. Elle a été conçue pour se fondre dans n’importe quelle cuisine et n’importe quel intérieur. Elle deviendra un véritable indispensable pour vous au quotidien. En ce qui concerne le nettoyage, grâce à ses parois en vitre et en acier inoxydable, vous n’aurez plus qu’à utiliser un chiffon humide pour nettoyer aisément votre four sans prise de tête. Avec ses 55 cm de largeur et 50 cm de profondeur; ce centre de cuisson 4 foyers se pose comme un appareil à caractère. Son design carré, sa couleur grise ne laissent pas indifférent. Un sentiment renforcé par une esthétique du plus bel effet, avec ses poignées en inox brosséOpter pour une gazinière Midea constitue un gros avantage pour vous et pour la sécurité de vos enfants, aussi bien pour sa praticité que pour son efficacité. De ce fait vous devez savoir que:Cuisiner au gaz, c’est aussi faire des économies sur sa facture d’énergie.Contrôle total de l’intensité du feuGarantie d’un refroidissement rapide de la surface de cuisson une fois la cuisine terminéeune vitre transparente permettant de voir directement le fourContrairement aux plaques de cuisson électriques ou à induction, le gaz est moins gourmand en énergie et donc moins cher.Enfin, cuisiner au gaz est aujourd’hui synonyme de sérénité.",MD-508-2.jpg,,,,,,,,,,,,,02-01-2026
69581862d3cdbac208713bc8,ecran videophone ip hikvision DS-KH6320-WTE1  Interphone Wifi bon prix en vente au cameroun,https://nowtechcenter.com/produit/ecran-videophone-ip-hikvision-ds-kh6320-wte1-interphone-wifi-bon-prix-en-vente-au-cameroun/,"100,000CFA","85,000CFA",-15%,Interphones,Interphones,"Interphone Vidéo IP Hikvision DS-KH6320 – Une Connectivité Avancée pour votre SécuritéCe modèle haut de gamme offre une sécurité de pointe et une communication fluide, tout en étant facile à installer et à utiliserconçu pour s’intégrer parfaitement à votre système de sécurité.Vous pouvez choisir entre une connexion Wi-Fi sans fil rapide et fiable ou une connexion filaire pour répondre à vos besoins spécifiquesIl est équipé d’unécran tactile couleur de 7 poucesavec une résolution de1024 × 600 pixelsAvec unprotocole réseau prenant en charge TCP/IP, SIP et RTSPLe DS-KH6320 est alimenté soit par Ethernet 10/100 Mbps, soit par Wi-Fi 802.11b/g/nLe moniteur d’interphone vidéo IP Hikvision DS-KH6320 vous offre unetranquillité d’esprit totaleen matière de sécurité",Screenshot-2024-05-06-144122-600x391-2.png,,,,,,,,,,,,,02-01-2026
69581865d3cdbac208713bc9,Batterie Salicru 12V 12A Lithium-ion bon prix en vente au Cameroun,https://nowtechcenter.com/produit/batterie-salicru-12v-12a-lithium-ion-bon-prix-en-vente-au-cameroun/,"30,000CFA","22,000CFA",-27%,batterie,batterie,Batterie Salicru 12V 12A Lithium-ion bon prix en vente au CamerounNombre de batteries 1 Lithium-ion – incluse(s)Marque SalicruComposition de la pile Plomb acideTension 12 VoltsRéutilisation RechargeableNom de modèle UBT 12/12 Batterie AGM rechargeable 12 Ah / 12 VPoids de l’article 200 GrammesCode article international 08436035921898Fabricant Salicru,big_BAT12V12@1.jpg,big_BAT12V12@1-1.jpg,big_BAT12V12-1.jpg,,,,,,,,,,,02-01-2026
69581869d3cdbac208713bca,Imprimante Deskjet Canon MG2541S Multifonction bon prix en vente au Cameroun,https://nowtechcenter.com/produit/imprimante-deskjet-canon-mg2541s-multifonction-bon-prix-en-vente-au-cameroun/,"45,000CFA","40,000CFA",-11%,Canon Jet D'encre/ Ecotank,Canon Jet D'encre/ Ecotank,"Caractéristiques généralesNuméros de modèle: PIXMA MG2541SFonctions: Impression, copie et numérisationCaractéristiques de l’imprimanteRésolution d’impressionJusqu’à 4800 x 600 pppTechnologie d’impression2 cartouches FINE (noir et couleur)Vitesse d’impression en monochromeEnv. 8 ipmVitesse d’impression en couleurEnv. 4 ipmImpression recto versoFonctionnement manuelCartouches et autonomieCartouches d’encre standardPG-445 (noir)CL-446 (couleur)Cartouches d’encre XL en optionPG-445XL (noir)CL-446XL (couleur)Autonomie de la cartouche (papier ordinaire)Impression de documents A4 couleur4Noir : 180 pagesNoir XL : 400 pagesCouleur : 180 pagesCouleur XL : 300 pagesPapiers pris en chargeTypes de papiersPapier ordinaireEnveloppesPapier Photo Glacé Extra II (PP-201)Papier Photo Glacé « usage quotidien » (GP-501)Capacité papier maximale en entréeBac arrière : 60 feuilles max. (papier ordinaire)Formats de papierPapier ordinaire : A4, A5, B5, Lettre, LégalPapier photo : 10 × 15 cm, 13 × 18 cmEnveloppes : DL, COM10Grammages papierPapier ordinaire : 64 – 105 g/m²Papier photo Canon : jusqu’à 275 g/m²Caractéristiques de numérisationType de scanner : Scanner de photos et documents à plat avec capteur CISRésolution (optique) du scanner: 600 x 1200 ppp5Vitesse de numérisation linéaire: Env. 14 secondesProfondeur de numérisation (entrée/sortie)Couleur : 48 bits / 24 bitsNiveaux de gris : 16 bits / 8 bitsTaille de document max.: 216 × 297 mmCaractéristiques du copieurVitesse de copiesFCOT : approx. 31 secondessESAT : approx. 1,6 ipmQualité de copie21 copies (max.)Fonctions de copieCopie de documents (papier ordinaire)InterfaceType et taille d’affichage: Pas d’écranCaractéristiques physiquesPoids: Env. 3,5 kgDimensions (L x P x H): 426 x 306 x 145 mmEnvironnement d’utilisation recommandé: 5-35 °CAlimentation: Courant alternatif : 100 à 240 V, 50/60 HzConsommationHors tension : env. 0,4 WVeille (relié à l’ordinateur en USB) : approx. 1,0 W (lampe de numérisation éteinte)Mode veille (tous les ports connectés) : environ 1,0 W (lampe de numérisation éteinte)Temps d’accès au mode veille : 7 minutesCopie : env. 9 W",imprimante-multifonction-jet-d-encre-canon-pixma-mg2541s-couleur.jpg,pixma-mg2541s_gallery_02_b8e5cf57621c4fdf8ff3a491a5bf1728.jpeg,,,,,,,,,,,,02-01-2026
6958186cd3cdbac208713bcb,Panneau d′alarme incendie AW-FP300 Asenware adressable  32 Portes  bon prix en vente,https://nowtechcenter.com/produit/panneau-d%e2%80%b2alarme-incendie-adressable-asenware-aw-fp300-32-portes-bon-prix-en-vente/,"1,000,000CFA","950,000CFA",-5%,Alarme Anti Incendie,Alarme Anti Incendie,"Caractéristiques du produit1.Jusqu’à 324 adresses sur une boucle2.Un accès facile à Lire, 4,3” écran LCD couleur avec une résolution de 480×2723.La zone du panneau de commande et indication(ZCP) pour 32 zones donne une indication rapide de l’emplacement d’alarme4.Capacitée 1000 d’enregistrement des événements historiques pour chacun d’historique des incendies, historiques et historique de défaut de fonctionnement5.Sirène conventionnelle programmable de manières indépendante sortie du circuit6.Alimentation intégrée et de la batterie7.Imprimante intégrée8.Souple et intuitive de cause et effet de la programmation sur le panneau avant9.Test de zone, point d’essai et test de demurrages/arrêt du module de faciliter la mise en service10.U-l’interface disque rend le charger et enregistrer des données historiques ou de configuration de pratique pour la mise en service et maintenance du système11.Gestion hierarchies trois niveaux d’accès12.Protection anti-effraction par une clé De verrouillage13.Bus CAN pour l’interconnexion de jusqu’à20 FACPs et RS485 pour la connexion avec jusqu’à30 fire indiquant panneaux par FACP",737ed2b209-600x600.jpg,e81e7aa4f5-600x846.jpg,,,,,,,,,,,,02-01-2026
6958186ed3cdbac208713bcc,Détecteur de fumée sans fil Hikvision DS-PDSMK-S-WE 868MHZ pour alarme Hikvision AX PRO,https://nowtechcenter.com/produit/detecteur-de-fumee-sans-fil-hikvision-ds-pdsmk-s-we-868mhz-pour-alarme-hikvision-ax-pro/,"35,000CFA","34,000CFA",-3%,Alarme Anti Intrusion,Alarme Anti Intrusion,"Détecteur de fumée sans fil Hikvision DS-PDSMK-S-WE 868MHZ pour alarme Hikvision AX PROFréquence de communication : 868 MHz – chiffrement AES 128 BitsFonction de prévention des conflits de données sans filCommunication bidirectionnelle : 800 mètres (champ libre hors obstacle)Sirène intégrée (85dB à 3 mètres)Indicateur lumineux : Led rougeSaut de fréquence contre le brouillage pour une transmission fiable et sécuriséeBatterie non remplaçable : CR17450 x 1Fonction de prévention des conflits de données sans filPeut être monté sur tous les types de portes, y compris celles à base métalliqueCaractéristiques techniquesTempérature de fonctionnement : de -10 °C à 60 °CDimensions : Φ 102 × 35mmPoids : 125 grammesUtilisation : IntérieurFréquence de communication : 868 MHz – chiffrement AES 128 BitsFonction de prévention des conflits de données sans filCommunication bidirectionnelle : 800 mètres (champ libre hors obstacle)Sirène intégrée (85dB à 3 mètres)Indicateur lumineux : Led rougeSaut de fréquence contre le brouillage pour une transmission fiable et sécuriséeBatterie non remplaçable : CR17450 x 1Fonction de prévention des conflits de données sans filPeut être monté sur tous les types de portes, y compris celles à base métalliqueCaractéristiques techniquesTempérature de fonctionnement : de -10 °C à 60 °CDimensions : Φ 102 × 35mmPoids : 125 grammesUtilisation : Intérieur",INONDATION-600x600.jpg,,,,,,,,,,,,,02-01-2026
69581870d3cdbac208713bcd,BOUTON PANIC SANS FIL HIKVISION 433 MHz DS-PDEB2-EG2-WB BON PRIX EN VENTE AU CAMEROUN,https://nowtechcenter.com/produit/bouton-panic-sans-fil-hikvision-433-mhz-ds-pdeb2-eg2-wb-bon-prix-en-vente-au-cameroun/,"30,000CFA","20,000CFA",-33%,Alarme Anti Intrusion,Alarme Anti Intrusion,"BOUTON PANIC SANS FIL HIKVISION 433 MHz DS-PDEB2-EG2-WB BON PRIX EN VENTE AU CAMEROUNBouton 2Protection anti-effractionAvant; ArrièreIndicateur de température ambianteSoutienIndicateur de force du signalSoutienInterfaceIndicateur LEDBleu (alarme)TransmissionTechnologie de transmission Tri-X sans filMéthode de transmissionRF sans fil bidirectionnelFréquence de transmission 433 MHzSécurité de transmission Cryptage AES-128Portée de transmission (espace libre) 800 mSaut de fréquenceSoutienMéthode d’inscriptionMise sous tension ; ID à distance ; Code QRCaractéristiques électriquesAutonomie standard de la batterieAlimentation électrique Alimenté par batterieType de batterie CR2450 x 1Tension typique 3VGénéralTempérature de fonctionnement-10 °C à 55 °C (14 °F à 131 °F)Température de stockage-20 °C à 60 °C (-4 °F à 140 °F)Humidité de fonctionnement10% à 90%Dimensions (L x H x P)63,8 mm × 63,8 mm × 17,9 mm45,5 gMéthode de montage MurScénario d’application IntérieurClavier vert pour applications médicales",D-600x600.jpg,,,,,,,,,,,,,02-01-2026
69581872d3cdbac208713bce,Cable réseau 305m CAT6A  SFTP  GIGABIT multistar  100% cuivre bon prix en vente,https://nowtechcenter.com/produit/cable-reseau-305m-cat6a-sftp-gigabit-multistar-100-cuivre-bon-prix-en-vente/,"220,000CFA","180,000CFA",-18%,Cables Reseaux,Cables Reseaux,"Cable réseau 305m CAT6A SFTP multistar 100% cuivre bon prix en venteParticularités & Atouts (Points Clés)✅ Blindage Renforcé :Chaque paire est blindée (foil individuel) + blindage global (Shield) → Réduction des *interférences électromagnétiques (EMI)*.Idéal pour environnements industriels ou zones à forte perturbation.✅ Performances Haut Débit :Supporte *1 Gbps*(jusqu’à  10 Gbps  sur 55 m max).Bande passante : 250 MHz .✅ Cuivre Pur (100% Cu):Meilleure conductivité que l’aluminium(CCA).Résistance réduite → Moins de perte de signal sur longues distances.✅ Compatibilité:Rétro compatible avec Cat5e / Cat5.Utilisable en PoE (Power over Ethernet) sans surchauffe.✅ Applications :Réseaux professionnels (data centers, entreprises).Installations nécessitant une *immunité au bruit* (usines, hôpitaux).Avantages vs. Câbles Non Blindés (UTP)*Moins sensible aux perturbations (ex : câbles électriques, moteurs).Moins de pertes de données dans les environnements denses.Durabilité accrue grâce à la protection mécanique du blindage.Choix optimal pour les réseaux exigeants en fiabilité et vitesse100% Cuivre: Conducteurs en cuivre pur (non en aluminium plaqué cuivre/CCA),assurant une meilleure conductivitéet stabilité du signal.",2000-300x300-1.jpg,,,,,,,,,,,,,02-01-2026
69581874d3cdbac208713bcf,Rallonge Electrique Rackable  8 ports Americaines PDU bon prix en vente,https://nowtechcenter.com/produit/rallonge-electrique-rackable-8-ports-americaines-pdu-bon-prix-en-vente/,"25,000CFA","17,000CFA",-32%,rallonge,rallonge,Rallonge Electrique Rackable 8 ports Américaines PDU,pdu-8-ports-600x600.jpg,,,,,,,,,,,,,02-01-2026
